property_id,master_project,master_area,master_developer,resolved_property_type,project_match_status,service_charge_status,mollak_project,mollak_community,mollak_year,mollak_usage,rate_aed_sqft,location_parity,developer_support,qdrant_support,phase_support,area_basis_verified,production_eligible,failure_reason,match_method,gf_rate,rf_rate,gt_rate,component_match,budget_start,budget_end,name_similarity,token_overlap,review_confidence,review_classification
1298,Creek Rise Tower 1,Dubai Creek Harbour,Emaar,Townhouse,AMBIGUOUS,NOT_MATCHED,CREEKSIDE 18,Dubai Creek Harbour,,,,True,True,True,True,False,False,PHASE_FAMILY: MASTER has phase {'1'} not in Mollak; cannot assume shared budget,FUZZY_COMMUNITY,,,,,,,0.6,0.0,5.0,HIGH_CONFIDENCE_REVIEW
5983,Raffles The Palm Dubai,Palm Jumeirah,Emerald Palace Group,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4432,Binghatti Rose,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4762,Ashton Park Residences,Jumeirah village circle,Mirfa,Apartment,AMBIGUOUS,NOT_MATCHED,HYATI RESIDENCE,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.649,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
2266,Me Do Re,Jumeirah Lake Towers,Me Do Re Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3600,Bayshore at Creek Beach,Dubai Creek Harbour,Emaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4140,Binghatti Gardenia,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
1175,Me Do Re,Jumeirah Lake Towers,Me Do Re Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
556,Mosela Waterside Residences,The Greens,Emaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5593,Me Do Re,Jumeirah Lake Towers,Me Do Re Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5513,Canal Residence West,Dubai Sports City,Dubai Sports City LLC,Apartment,AMBIGUOUS,NOT_MATCHED,Canal Residence West 2,Dubai Sports City,,,,True,True,True,False,False,False,AMBIGUOUS: 6 candidates,,,,,,,,0.952,2.0,8.0,HIGH_CONFIDENCE_REVIEW
2816,Gardenia Residency,Jumeirah village circle,Shaikhani Group,Apartment,AMBIGUOUS,NOT_MATCHED,DEZIRE RESIDENCES,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.686,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
152,Marina Star,Dubai Marina,Condor Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
1641,Ashton Park Residences,Jumeirah village circle,Mirfa,Apartment,AMBIGUOUS,NOT_MATCHED,HYATI RESIDENCE,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.649,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
408,Binghatti Crescent,Jumeirah village circle,Binghatti,Apartment,AMBIGUOUS,NOT_MATCHED,HYATI RESIDENCE,Jumeirah Village Circle,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.606,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
6627,Royal Bay,Palm Jumeirah,Azizi,Apartment,AMBIGUOUS,NOT_MATCHED,ROYAL AMWAJ,Palm Jumeirah,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.7,1.0,4.0,MEDIUM_CONFIDENCE_REVIEW
2199,LIV Residence,Dubai Marina,Liv,Apartment,AMBIGUOUS,NOT_MATCHED,BAYSIDE RESIDENCE,Dubai Marina,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.733,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
5319,LIV Residence,Dubai Marina,Liv,Apartment,AMBIGUOUS,NOT_MATCHED,BAYSIDE RESIDENCE,Dubai Marina,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.733,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
8327,Aykon City Tower,Business Bay,Damac,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3119,Marina Arcade Tower,Dubai Marina,Mada'in Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7426,Barari Views,Al Barari,Unknown,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5,Avanti Tower,Business Bay,Damac,Apartment,AMBIGUOUS,NOT_MATCHED,VERA TOWER ,Business Bay,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.636,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
7799,Avanti Tower,Business Bay,Damac,Apartment,AMBIGUOUS,NOT_MATCHED,VERA TOWER ,Business Bay,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.636,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
2236,Ashton Park Residences,Jumeirah village circle,Mirfa,Apartment,AMBIGUOUS,NOT_MATCHED,HYATI RESIDENCE,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.649,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
4513,The Cove,Dubai Creek Harbour,Emaar,Townhouse,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3150,Creek Gate Tower 2,Dubai Creek Harbour,Emaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7461,The Atria,Business Bay,Deyaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5075,Ellington Beach House,Palm Jumeirah,Ellington,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2178,Binghatti House,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7953,Imperial Avenue,Downtown Dubai,Shapoorji Pallonji,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
1821,Binghatti Crescent,Jumeirah village circle,Binghatti,Apartment,AMBIGUOUS,NOT_MATCHED,HYATI RESIDENCE,Jumeirah Village Circle,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.606,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
6099,The Cove,Dubai Creek Harbour,Emaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2170,DAMAC Majestine,Business Bay,Damac,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3043,Casa Aura Residence,Dubai South,AGN Skyline Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7848,Samana Hills,Arjan,Samana,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
8057,Binghatti Royale,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5370,Trillionaire Residences,Business Bay,Binghatti,Apartment,AMBIGUOUS,NOT_MATCHED,REVA RESIDENCES,Business Bay,,,,True,False,True,False,False,False,AMBIGUOUS: 2 candidates,,,,,,,,0.684,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
717,Bayshore at Creek Beach,Dubai Creek Harbour,Emaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7170,AG Tower,Business Bay,Arabian Gulf Properties,Apartment,AMBIGUOUS,NOT_MATCHED,VERA TOWER ,Business Bay,,,,True,False,True,False,False,False,AMBIGUOUS: 2 candidates,,,,,,,,0.778,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
5407,Uniestate Prime Tower,Jumeirah village circle,Uniestate Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7349,Cayan Tower,Dubai Marina,Cayan Group,دوبلكس,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4975,Trillionaire Residences,Business Bay,Binghatti,Apartment,AMBIGUOUS,NOT_MATCHED,REVA RESIDENCES,Business Bay,,,,True,False,True,False,False,False,AMBIGUOUS: 2 candidates,,,,,,,,0.684,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
7005,Binghatti Dusk,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
564,Marina Star,Dubai Marina,Condor Developers,Duplex,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
533,Binghatti Galaxy,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2505,Serenity Lakes 2,Jumeirah village circle,Gulf Land Property Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4938,Nobles Tower,Business Bay,Tiger Properties,Apartment,AMBIGUOUS,NOT_MATCHED,VERA TOWER ,Business Bay,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.636,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
4665,Raffles The Palm Dubai,Palm Jumeirah,Emerald Palace Group,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7622,The Pad by Omniyat,Business Bay,Omniyat,Apartment,AMBIGUOUS,NOT_MATCHED,THE OPUS BY OMNIYAT,Business Bay,,,,True,False,True,False,False,False,ONLY_DEVELOPER_TOKEN_OVERLAP: {'omniyat'},FUZZY_COMMUNITY,,,,,,,0.865,1.0,5.0,HIGH_CONFIDENCE_REVIEW
5712,Imperial Avenue,Downtown Dubai,Shapoorji Pallonji,بنتهاوس,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5366,Marina Arcade Tower,Dubai Marina,Mada'in Properties,دوبلكس,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2381,Mama Residences,Business Bay,Kappa Acca Real Estate Development,Apartment,AMBIGUOUS,NOT_MATCHED,Ahad Residences,Business Bay,,,,True,False,True,False,False,False,AMBIGUOUS: 2 candidates,,,,,,,,0.867,0.0,4.0,MEDIUM_CONFIDENCE_REVIEW
6003,Raffles The Palm Dubai,Palm Jumeirah,Emerald Palace Group,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6246,The Palm Tower,Palm Jumeirah,Nakheel,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
